 	x	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
84	1.780	0.000	0.000	0.000	0.000	0.000	0.028	0.000	0.000	9.289	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000
85	1.801	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	6.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.332	0.000	0.000	0.000	0.000	0.000	0.000	0.000
86	1.822	0.000	0.000	0.000	0.000	0.000	0.022	0.000	0.000	3.993	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.395	0.000	0.000	0.000	0.000	0.000	0.000	0.000
87	1.843	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0.000	2.894	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.417	0.000	0.000	0.000	0.000	0.000	0.000	0.000
88	1.864	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.000	2.417	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.631	0.000	0.000	0.000	0.000	0.000	0.000	0.000
89	1.886	0.000	0.000	0.000	0.000	0.000	0.005	0.000	0.000	2.268	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.067	0.000	0.000	0.000	0.000	0.000	0.000	0.000
90	1.907	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	2.289	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.801	0.000	0.000	0.000	0.000	0.000	0.000	0.000
91	1.928	0.000	0.000	0.000	0.000	0.000	4.480E-4	0.000	0.000	2.340	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.546	0.000	0.000	0.000	0.000	0.000	0.000	0.000
92	1.949	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.342	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.686	0.000	0.000	0.000	0.000	0.000	0.000	0.000
93	1.970	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.256	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.732	0.000	0.000	0.000	0.000	0.000	0.000	0.000
94	1.992	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.977	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.759	0.000	0.000	0.000	0.000	0.000	0.000	0.000
95	2.013	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.561	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.607	0.000	0.000	0.000	0.000	0.000	0.000	0.000
96	2.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.322	0.000	0.000	0.000	0.000	0.000	0.000	0.000
