 	x	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
55	1.165	5.992	3.435	10.476	3.890	5.295	5.922	10.979	14.139	7.701	2.195	5.600	2.499	5.130	45.878	31.860	27.101	22.682	9.337	4.704	6.160	4.958	3.784	8.040	8.421	3.326
56	1.186	5.298	3.222	5.526	4.552	6.963	5.162	9.773	11.365	5.721	2.092	5.945	1.579	4.551	39.903	22.182	25.691	25.848	8.528	5.614	4.976	5.152	3.752	7.601	8.426	2.781
57	1.208	4.602	3.113	3.264	5.561	8.675	4.435	8.444	8.672	4.216	1.979	6.088	0.966	3.887	25.650	12.659	23.692	25.369	7.422	6.962	4.103	5.533	3.659	7.001	7.378	2.458
58	1.229	4.137	3.104	2.253	7.163	9.876	4.078	7.112	6.341	3.506	1.766	5.851	0.621	3.401	13.057	5.973	21.191	21.061	6.396	8.866	3.755	6.159	3.359	6.695	5.398	2.530
59	1.250	4.165	3.106	1.692	9.556	10.140	4.041	5.820	4.569	3.539	1.449	5.235	0.421	3.212	5.998	2.491	18.694	14.480	5.694	11.476	3.794	7.247	2.962	7.302	3.407	3.194
60	1.271	4.832	3.048	1.283	12.740	9.727	4.295	4.553	3.372	4.075	1.126	4.587	0.279	3.355	2.961	1.010	16.800	8.354	5.422	15.211	4.021	9.209	2.639	9.303	2.082	4.716
61	1.292	6.139	2.949	0.954	15.554	9.441	4.737	3.329	2.622	4.886	0.816	4.282	0.173	3.804	1.717	0.446	15.928	4.191	5.596	19.709	4.340	12.135	2.428	12.840	1.413	7.178
62	1.314	7.962	2.903	0.710	15.899	10.058	5.533	2.310	2.156	5.482	0.557	4.476	0.105	4.372	1.110	0.239	16.269	2.011	6.232	24.405	4.875	14.894	2.257	16.561	1.071	9.858
63	1.335	10.202	3.028	0.507	12.615	11.879	7.012	1.507	1.807	5.638	0.346	5.026	0.080	4.792	0.727	0.161	17.675	1.031	7.280	28.584	5.949	15.268	2.095	17.920	0.793	11.179
64	1.356	12.911	3.452	0.348	7.626	14.448	9.794	0.963	1.532	5.560	0.214	5.514	0.092	4.887	0.460	0.135	19.707	0.616	8.434	31.516	7.634	12.278	2.045	15.134	0.524	10.435
65	1.377	16.217	4.336	0.230	3.753	16.180	14.359	0.659	1.285	5.369	0.128	5.446	0.135	4.811	0.285	0.128	21.648	0.401	9.084	33.262	9.612	4.717	2.231	9.867	0.309	8.387
