 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
44	12.222	13.216	62.522	0.034	0.271	0.161	0.043	234
45	13.917	13.369	42.818	0.043	0.365	0.152	0.213	238
46	9.967	13.607	88.576	0.150	0.735	0.260	0.386	216
47	12.184	13.498	164.570	0.097	0.595	0.207	0.351	233
48	10.121	14.410	36.561	0.840	3.076	0.348	4.543	197
49	2.624	13.734	30.109	0.057	0.370	0.196	0.205	86
50	1.754	14.159	155.047	0.252	1.319	0.243	1.167	43
51	2.315	13.902	20.410	0.035	0.299	0.150	0.236	73
52	11.419	14.187	45.001	0.021	0.179	0.149	0.158	227
53	2.689	14.251	45.002	0.035	0.222	0.202	0.205	86
54	3.409	14.571	133.530	0.276	0.782	0.450	0.852	106
55	4.650	14.336	79.714	0.034	0.287	0.153	0.073	137
56	11.193	14.506	43.448	0.039	0.315	0.157	0.158	227
57	0.782	14.549	0.000	0.011	0.136	0.102	0.090	26
58	1.198	14.720	31.516	0.093	0.607	0.196	0.509	33
59	1.790	14.703	0.000	0.030	0.230	0.165	0.060	60
60	4.082	14.679	162.704	0.016	0.169	0.123	0.103	125
61	3.012	14.795	149.728	0.035	0.298	0.151	0.248	99
62	0.056	14.829	79.926	0.020	0.200	0.127	0.060	1
63	4.276	14.850	123.283	0.028	0.250	0.143	0.115	131
64	10.864	14.817	171.464	0.023	0.188	0.153	0.158	227
65	0.460	15.012	35.501	0.084	0.509	0.211	0.393	15
66	2.390	15.030	1.980	0.064	0.500	0.164	0.386	75
67	3.812	15.151	34.019	0.099	0.583	0.216	0.346	118
68	3.583	15.880	125.814	0.560	1.625	0.439	3.026	100
69	3.250	15.045	45.000	0.013	0.146	0.111	0.043	111
70	10.007	15.484	32.170	0.395	1.506	0.334	1.779	212
71	1.417	15.372	6.126	0.217	1.200	0.231	1.183	32
72	2.519	15.462	106.637	0.048	0.332	0.184	0.103	84
73	0.075	15.421	0.000	0.008	0.102	0.102	0.060	2
74	0.473	15.833	82.531	0.159	0.502	0.404	0.193	20
75	1.423	15.802	3.293	0.192	0.839	0.291	0.634	38
76	2.437	15.868	142.407	0.074	0.424	0.223	0.158	80
77	0.797	15.842	0.000	0.008	0.102	0.102	0.060	27
78	8.923	16.031	172.303	0.081	0.500	0.207	0.338	202
79	2.221	16.231	150.113	0.120	0.679	0.224	0.466	69
80	0.256	16.143	0.000	0.008	0.102	0.102	0.060	12
81	1.098	16.197	177.023	0.168	1.058	0.203	0.965	24
82	3.172	16.216	78.830	0.026	0.202	0.166	0.030	116
83	0.738	16.565	145.462	0.196	0.741	0.336	1.170	18
84	3.509	16.397	167.179	0.017	0.167	0.131	0.030	116
85	2.854	16.472	55.813	0.028	0.240	0.149	0.115	95
86	6.104	16.472	65.266	0.031	0.223	0.176	0.030	154
87	0.075	16.444	0.000	0.008	0.102	0.102	0.060	3
88	1.549	16.524	29.066	0.057	0.328	0.221	0.163	50
89	9.744	16.668	69.375	0.068	0.478	0.181	0.278	214
90	2.221	16.621	168.397	0.120	0.678	0.225	0.586	62
91	0.056	16.670	90.000	0.020	0.194	0.131	0.030	4
92	3.165	16.844	20.190	0.112	0.493	0.290	0.115	107
93	0.227	17.340	79.055	0.316	1.066	0.377	1.919	13
94	1.925	16.928	177.741	0.105	0.504	0.265	0.236	61
95	4.295	18.485	120.421	2.032	2.316	1.117	9.164	93
96	3.765	16.987	76.240	0.020	0.236	0.107	0.133	121
97	6.940	16.988	8.626	0.045	0.329	0.175	0.211	168
98	21.193	17.385	91.617	0.142	0.819	0.221	0.489	259
99	2.606	17.141	63.638	0.049	0.303	0.205	0.085	87
100	3.525	17.326	106.314	0.093	0.402	0.296	0.594	115
101	6.424	17.176	0.000	0.016	0.161	0.129	0.073	162
102	1.331	17.288	152.928	0.035	0.352	0.128	0.218	39
103	21.764	17.362	130.127	0.074	0.447	0.212	0.200	262
104	5.477	17.846	74.571	0.685	1.161	0.752	2.573	143
105	0.662	17.302	135.000	0.013	0.146	0.111	0.043	25
106	3.190	17.317	0.000	0.011	0.136	0.102	0.090	108
107	2.283	17.506	14.222	0.081	0.439	0.236	0.313	76
108	2.889	17.482	0.000	0.014	0.136	0.136	0.030	97
109	6.427	17.614	136.181	0.079	0.371	0.270	0.073	162
110	1.535	17.542	135.000	0.013	0.146	0.111	0.043	51
111	1.265	17.725	87.215	0.091	0.486	0.237	0.484	40
112	0.996	17.750	135.000	0.014	0.140	0.123	0.484	40
113	2.217	18.109	63.132	0.107	0.508	0.268	0.321	74
114	1.920	18.043	101.599	0.021	0.234	0.113	0.133	65
115	0.185	18.394	119.715	0.152	0.710	0.273	0.754	7
116	0.439	18.202	167.179	0.017	0.167	0.131	0.030	21
117	2.533	18.443	32.378	0.028	0.274	0.130	0.145	83
118	3.150	18.545	169.446	0.029	0.236	0.156	0.120	104
119	1.851	18.566	90.000	0.011	0.136	0.102	0.030	63
120	3.445	18.550	0.000	0.008	0.102	0.102	0.060	114
121	5.977	18.743	116.630	0.090	0.355	0.322	0.000	0
122	0.467	18.978	20.218	0.321	0.980	0.417	1.651	8
123	1.674	18.881	100.262	0.043	0.341	0.162	0.333	55
124	1.881	18.957	90.000	0.011	0.136	0.102	0.030	64
125	2.843	19.535	7.803	0.855	1.545	0.704	4.926	66
126	14.328	19.215	124.226	0.082	0.456	0.230	0.188	239
127	19.607	19.079	12.821	0.017	0.167	0.131	0.030	254
128	3.159	19.092	0.000	0.011	0.136	0.102	0.090	105
129	1.396	19.194	50.864	0.026	0.309	0.108	0.200	44
130	0.352	19.379	69.997	0.043	0.321	0.169	0.175	16
131	0.888	19.273	0.000	0.008	0.102	0.102	0.060	30
132	1.683	19.355	16.804	0.055	0.309	0.227	0.073	56
133	20.009	19.474	69.676	0.074	0.535	0.177	0.321	256
134	3.809	19.416	85.773	0.044	0.274	0.206	0.193	122
135	7.573	20.684	115.147	0.575	2.560	0.286	3.033	171
136	3.874	19.667	2.898	0.034	0.314	0.140	0.223	123
137	4.228	19.649	90.000	0.011	0.136	0.102	0.030	132
138	19.243	19.694	134.999	0.037	0.237	0.199	0.030	254
139	1.011	19.867	53.707	0.184	0.596	0.393	0.707	29
140	1.837	20.380	105.928	0.421	0.933	0.575	2.239	53
141	17.915	19.765	60.533	0.024	0.204	0.147	0.043	248
142	0.590	20.747	112.036	0.764	1.717	0.567	2.801	5
143	6.804	19.930	126.416	0.051	0.369	0.175	0.158	166
144	3.024	19.935	0.000	0.008	0.102	0.102	0.060	101
145	4.733	19.984	19.740	0.032	0.271	0.149	0.145	138
146	4.208	20.266	104.716	0.165	0.517	0.406	0.243	128
147	2.324	20.128	9.717	0.042	0.361	0.147	0.193	77
148	1.454	20.165	13.951	0.057	0.366	0.199	0.163	45
149	3.176	20.528	33.459	0.332	1.456	0.291	1.145	94
150	1.080	20.439	49.896	0.050	0.312	0.203	0.128	36
151	4.885	20.428	144.041	0.053	0.288	0.236	0.043	142
152	2.659	20.492	14.485	0.037	0.295	0.160	0.175	88
153	5.431	20.476	0.000	0.014	0.170	0.102	0.120	146
154	0.057	20.681	83.307	0.024	0.232	0.129	0.090	6
155	4.103	20.863	140.157	0.110	0.443	0.315	0.751	124
156	1.249	20.837	45.001	0.021	0.179	0.149	0.128	36
157	4.559	20.807	0.000	0.008	0.102	0.102	0.060	134
158	3.547	20.943	113.245	0.053	0.334	0.203	0.133	117
159	4.400	22.418	50.343	1.599	2.339	0.870	5.091	113
160	1.842	21.165	33.881	0.101	0.524	0.244	0.406	59
161	7.059	21.038	155.138	0.032	0.224	0.180	0.043	172
162	3.181	21.295	41.199	0.091	0.437	0.264	0.200	109
163	0.133	21.335	56.139	0.035	0.260	0.173	0.145	9
164	2.636	21.572	70.323	0.147	0.784	0.238	0.719	85
165	6.615	21.347	55.813	0.028	0.240	0.149	0.115	165
166	7.598	21.319	0.000	0.008	0.102	0.102	0.060	182
167	1.583	21.436	4.576	0.027	0.254	0.136	0.218	52
168	4.190	21.756	95.374	0.192	0.655	0.373	0.757	126
169	21.457	21.466	102.821	0.017	0.167	0.131	0.043	260
170	2.279	21.562	38.848	0.035	0.229	0.196	0.060	78
171	3.650	21.651	132.795	0.056	0.322	0.222	0.073	119
172	7.053	21.637	167.179	0.017	0.167	0.131	0.030	173
173	0.142	21.656	6.367	0.024	0.269	0.116	0.193	10
174	10.297	21.706	5.861	0.094	0.556	0.216	0.283	217
175	2.033	21.720	157.116	0.034	0.230	0.185	0.060	78
176	6.359	21.807	92.256	0.073	0.342	0.273	0.030	158
177	3.291	21.989	153.229	0.191	0.964	0.252	0.980	96
178	1.718	22.226	159.138	0.362	1.307	0.353	1.630	34
179	21.244	21.981	66.891	0.016	0.168	0.123	0.043	260
180	5.997	22.057	135.286	0.045	0.288	0.200	0.128	150
181	0.137	22.054	172.205	0.034	0.225	0.190	0.163	23
182	2.753	22.071	0.000	0.008	0.102	0.102	0.060	90
183	21.768	22.127	42.562	0.037	0.235	0.201	0.030	263
184	0.538	22.179	101.282	0.024	0.266	0.113	0.163	23
185	2.823	22.250	34.498	0.075	0.362	0.265	0.103	92
186	4.529	22.297	90.000	0.011	0.136	0.102	0.030	135
187	6.321	22.315	77.179	0.017	0.167	0.131	0.188	164
188	1.309	22.402	0.000	0.008	0.102	0.102	0.060	42
189	8.102	22.559	81.408	0.092	0.439	0.268	0.133	189
190	0.243	22.520	60.863	0.030	0.239	0.159	0.163	23
191	6.584	22.611	121.543	0.060	0.368	0.207	0.188	164
192	0.795	22.566	38.088	0.028	0.250	0.143	0.073	28
193	3.070	22.691	42.592	0.045	0.304	0.190	0.128	103
194	1.477	22.681	175.552	0.019	0.194	0.125	0.103	47
195	1.707	22.724	131.068	0.027	0.219	0.158	0.103	47
196	6.182	22.904	123.705	0.095	0.363	0.334	0.030	156
197	8.338	22.913	165.233	0.032	0.262	0.154	0.103	193
198	2.130	23.030	53.323	0.077	0.448	0.219	0.356	71
199	1.511	23.149	153.403	0.187	0.853	0.280	0.859	37
200	5.777	23.044	90.000	0.042	0.265	0.200	0.030	148
201	9.054	23.076	45.001	0.014	0.140	0.123	0.103	193
202	5.418	23.208	153.302	0.092	0.527	0.223	0.363	145
203	2.797	23.615	97.831	0.251	1.194	0.267	0.784	91
204	4.854	23.378	65.028	0.023	0.194	0.148	0.043	141
205	20.669	23.347	45.001	0.014	0.140	0.123	0.000	0
206	6.317	23.427	97.795	0.034	0.225	0.190	0.060	151
207	7.171	23.632	78.121	0.065	0.472	0.176	0.278	176
208	9.120	23.624	45.001	0.014	0.140	0.123	0.000	0
209	2.078	23.851	97.661	0.086	0.481	0.228	0.381	72
210	2.317	23.767	84.041	0.041	0.260	0.200	0.120	79
211	5.973	23.696	0.000	0.008	0.102	0.102	0.060	151
212	6.502	23.979	148.664	0.142	0.485	0.373	0.599	160
213	7.354	24.138	100.988	0.055	0.379	0.186	0.193	177
214	2.394	24.081	9.700	0.034	0.222	0.192	0.381	72
215	8.677	24.975	60.360	0.393	1.308	0.382	2.084	191
216	2.937	24.639	102.135	0.127	0.635	0.254	0.416	98
217	2.435	24.641	123.861	0.089	0.525	0.215	0.303	81
218	7.071	24.493	135.000	0.013	0.146	0.111	0.043	174
219	18.655	24.675	76.828	0.082	0.530	0.198	0.308	250
220	8.350	24.584	90.000	0.024	0.188	0.159	0.030	194
221	6.863	24.925	77.441	0.043	0.318	0.174	0.205	167
222	7.435	24.947	135.000	0.026	0.213	0.157	0.043	178
223	3.017	25.291	180.000	0.041	0.242	0.214	0.090	102
224	9.206	25.477	98.626	0.032	0.218	0.185	0.030	208
225	4.088	26.182	126.297	0.426	1.492	0.364	1.628	120
226	7.836	25.590	174.016	0.029	0.227	0.163	0.060	185
227	9.838	25.761	52.118	0.061	0.462	0.167	0.406	213
228	8.227	26.688	87.837	0.510	1.340	0.484	1.909	190
229	10.255	25.935	115.242	0.040	0.246	0.207	0.406	213
230	6.987	25.958	55.477	0.029	0.249	0.148	0.085	170
231	7.761	26.115	122.410	0.045	0.366	0.158	0.188	184
232	3.287	26.140	125.156	0.046	0.363	0.162	0.200	112
233	4.421	26.150	105.818	0.019	0.199	0.121	0.103	133
234	9.359	26.237	60.132	0.057	0.338	0.215	0.073	210
235	18.240	26.494	65.662	0.164	0.785	0.266	0.641	249
236	6.367	26.496	113.776	0.043	0.295	0.188	0.043	161
237	8.019	26.534	90.000	0.025	0.196	0.165	0.030	188
238	7.487	26.577	162.434	0.042	0.323	0.164	0.175	179
239	5.973	26.660	90.000	0.011	0.136	0.102	0.030	153
240	4.847	26.887	151.321	0.022	0.210	0.132	0.115	140
241	5.919	27.090	64.430	0.072	0.574	0.159	0.478	149
242	9.501	26.981	47.720	0.054	0.331	0.209	0.115	211
243	5.281	26.991	28.068	0.031	0.224	0.175	0.043	144
244	10.607	27.051	90.000	0.024	0.188	0.159	0.030	221
245	9.117	27.269	31.491	0.090	0.421	0.271	0.218	205
246	8.756	27.231	0.000	0.029	0.192	0.192	0.030	201
247	5.528	27.510	124.389	0.113	0.550	0.262	0.484	147
248	10.231	27.517	90.000	0.018	0.170	0.136	0.030	218
249	7.786	27.820	140.943	0.184	1.043	0.224	0.836	180
250	6.142	27.637	154.785	0.042	0.255	0.208	0.478	149
251	8.979	28.113	114.882	0.172	1.192	0.184	1.090	200
252	8.321	27.809	53.408	0.053	0.357	0.190	0.115	192
253	11.756	27.862	114.972	0.023	0.194	0.148	0.043	232
254	8.546	28.014	0.000	0.014	0.136	0.136	0.030	198
255	13.051	28.154	163.484	0.170	0.803	0.270	0.514	235
256	6.889	28.348	118.384	0.087	0.480	0.231	0.230	169
257	8.694	28.301	54.770	0.056	0.391	0.183	0.200	199
258	8.350	28.224	90.000	0.011	0.136	0.102	0.030	195
259	7.558	28.326	75.327	0.058	0.292	0.253	0.043	181
260	4.225	28.297	45.001	0.022	0.174	0.159	0.030	130
261	4.709	28.360	90.000	0.028	0.221	0.161	0.030	139
262	7.975	28.430	47.637	0.027	0.209	0.165	0.030	195
263	9.148	29.525	149.597	0.714	2.645	0.344	3.679	183
264	9.358	28.781	0.000	0.011	0.136	0.102	0.090	209
265	4.559	28.841	0.000	0.023	0.170	0.170	0.060	136
266	7.117	29.029	6.678	0.151	0.466	0.413	0.030	175
267	14.928	29.039	6.161	0.021	0.200	0.133	0.060	243
268	4.063	29.426	77.112	0.070	0.372	0.239	0.030	127
269	8.952	29.922	25.516	0.041	0.312	0.166	0.145	203
270	8.527	30.437	117.163	0.158	0.856	0.234	0.654	196
271	4.113	30.246	61.981	0.023	0.207	0.139	0.043	129
272	9.202	30.759	5.635	0.028	0.301	0.119	0.211	206
273	10.562	30.752	0.000	0.014	0.136	0.136	0.030	220
274	11.657	30.754	167.179	0.017	0.167	0.131	0.030	231
