 	X	Y	Angle	Area	LenEll	WidEll	LenSke	MitoSkelPos
39	11.621	8.031	140.556	3.132	3.399	1.173	7.098	47
40	8.707	7.044	168.858	0.414	0.872	0.604	0.217	31
41	7.008	7.014	13.211	0.052	0.265	0.252	0.029	21
42	9.101	7.853	145.895	0.044	0.354	0.158	0.154	36
43	8.687	8.114	153.735	0.058	0.363	0.205	0.183	32
44	8.204	8.347	132.836	0.142	0.748	0.241	0.632	28
45	10.090	8.245	175.128	0.059	0.284	0.266	0.029	44
46	9.707	9.017	155.700	0.747	1.542	0.617	2.137	37
47	14.706	8.726	155.362	0.066	0.567	0.148	0.412	76
48	22.984	8.967	123.529	0.011	0.186	0.076	0.083	90
49	7.716	9.249	13.511	0.064	0.365	0.225	0.100	25
50	13.229	9.361	45.000	0.015	0.160	0.116	0.529	66
51	9.020	9.537	111.653	0.045	0.364	0.159	0.200	34
52	11.788	9.692	129.520	0.063	0.569	0.140	0.378	55
53	7.312	9.861	45.001	0.025	0.197	0.161	0.100	25
54	12.858	9.969	19.102	0.109	0.761	0.182	0.529	66
55	8.913	9.956	151.018	0.033	0.242	0.171	0.041	33
56	8.677	10.751	139.929	0.845	1.939	0.555	1.717	29
57	10.554	11.136	164.284	2.603	2.817	1.176	4.817	38
58	15.399	10.823	134.474	0.698	1.264	0.703	1.698	80
59	24.961	10.547	110.631	0.013	0.161	0.102	0.000	0
60	12.760	10.940	37.562	0.014	0.159	0.110	0.529	66
61	26.284	11.382	141.729	0.106	0.546	0.248	0.424	93
62	25.375	11.489	24.657	0.288	0.833	0.441	0.312	92
63	26.953	11.705	170.313	0.206	0.851	0.308	1.090	94
64	9.379	11.808	50.404	0.023	0.197	0.150	0.041	41
65	15.205	12.754	110.305	0.736	1.187	0.789	0.424	81
66	12.528	12.405	47.115	0.042	0.352	0.152	0.183	64
67	11.439	12.893	118.684	0.018	0.183	0.125	0.278	56
68	13.096	13.613	69.871	0.810	1.293	0.797	0.571	68
69	10.206	13.317	138.892	0.270	0.799	0.430	0.378	45
70	11.893	13.422	130.306	0.075	0.509	0.187	0.278	56
71	14.650	13.551	90.000	0.014	0.145	0.120	0.029	77
72	12.428	15.425	104.320	1.097	2.552	0.547	2.384	61
73	20.873	14.231	33.746	0.036	0.325	0.141	0.224	87
74	10.591	14.485	44.968	0.048	0.276	0.222	0.000	0
75	13.386	14.703	175.763	0.154	0.568	0.344	0.159	70
76	14.865	15.101	44.176	0.037	0.357	0.132	0.224	79
77	14.678	16.136	89.458	0.389	0.789	0.628	0.041	78
78	14.990	17.475	89.892	1.307	2.022	0.823	2.164	75
79	15.810	16.886	118.176	0.300	0.703	0.542	0.124	82
80	11.996	16.792	155.341	0.046	0.311	0.190	0.100	59
81	10.758	17.188	95.624	0.503	0.927	0.691	0.000	0
82	12.643	17.025	128.739	0.064	0.391	0.210	0.195	65
83	16.517	17.702	86.223	0.098	0.373	0.334	0.029	85
84	16.524	19.199	79.833	0.928	1.627	0.726	0.676	84
85	13.637	18.985	85.455	0.215	0.532	0.516	0.000	0
86	13.511	20.495	120.695	0.009	0.141	0.085	0.000	0
87	11.972	21.854	94.054	0.670	1.313	0.649	0.617	58
88	12.324	22.786	107.678	0.031	0.318	0.124	0.171	62
89	11.148	23.391	35.718	0.297	0.669	0.566	0.071	52
90	12.123	23.302	101.553	0.023	0.213	0.138	0.171	62
91	13.162	24.391	160.957	3.546	2.515	1.796	4.902	63
92	13.786	23.894	0.000	0.004	0.074	0.074	0.029	74
93	11.900	24.944	129.796	0.027	0.296	0.118	0.171	57
94	10.041	27.883	83.506	0.732	1.601	0.582	1.288	46
